//SQLite data types: https://www.sqlite.org/datatype3.html,,,,,,,,,,,,,,,,,,,,,,,
//wget -O azq_global_element_info_list.csv https://docs.google.com/spreadsheets/d/1ddl-g_qyoMYLF8PMkjrYPrpXusdinTZxsWLQOzJ6xu8/export?format=csv,,,,,,,,,,,,,,,,,,,,,,,
id,var_name,csharp_oldname,db_table,var_type,db_type,val_min,val_max,n_arg_max,name,expiry (millis),definition,category,omit_param_check,,,,,,,,,,
6621,scan_lte_ch_topn_result_cell_l3_mcc,,scan_lte_topn_result,Integer,,,,16,,,,LTE Scanner,,,,,,,,,,,
6622,scan_lte_ch_topn_result_cell_l3_mnc,,scan_lte_topn_result,Integer,,,,16,,,,LTE Scanner,,,,,,,,,,,
6623,scan_lte_ch_topn_result_cell_l3_tac,,scan_lte_topn_result,Integer,,,,16,,,,LTE Scanner,,,,,,,,,,,
6624,scan_lte_ch_topn_result_cell_l3_cid,,scan_lte_topn_result,Integer,,,,16,,,,LTE Scanner,,,,,,,,,,,
6625,scan_lte_ch_topn_result_cell_l3_raw,,scan_lte_topn_result,L3MsgDesc,,,,16,,,,LTE Scanner,,,,,,,,,,,
6626,scan_lte_ch_topn_result_cell_n_tx_ants,,scan_lte_topn_result,Integer,,,,,,,,LTE Scanner,,,,,,,,,,,
6627,scan_lte_ch_topn_result_cell_delayspread,,scan_lte_topn_result,Integer,,,,16,,,,LTE Scanner,,,,,,,,,,,
6933,scan_lte_ch_topn_result_cell_sinr_path0,,scan_lte_topn_result,Double,,,,16,,,,LTE Scanner,,,,,,,,,,,
6934,scan_lte_ch_topn_result_cell_sinr_path1,,scan_lte_topn_result,Double,,,,16,,,,LTE Scanner,,,,,,,,,,,
6935,scan_lte_ch_topn_result_cell_sinr_path2,,scan_lte_topn_result,Double,,,,16,,,,LTE Scanner,,,,,,,,,,,
6936,scan_lte_ch_topn_result_cell_sinr_path3,,scan_lte_topn_result,Double,,,,16,,,,LTE Scanner,,,,,,,,,,,
6937,scan_lte_ch_topn_result_cell_rsrp_path0,,scan_lte_topn_result,Double,,,,16,,,,LTE Scanner,,,,,,,,,,,
6938,scan_lte_ch_topn_result_cell_rsrp_path1,,scan_lte_topn_result,Double,,,,16,,,,LTE Scanner,,,,,,,,,,,
6939,scan_lte_ch_topn_result_cell_rsrp_path2,,scan_lte_topn_result,Double,,,,16,,,,LTE Scanner,,,,,,,,,,,
6940,scan_lte_ch_topn_result_cell_rsrp_path3,,scan_lte_topn_result,Double,,,,16,,,,LTE Scanner,,,,,,,,,,,
6941,scan_lte_ch_topn_result_cell_rsrq_path0,,scan_lte_topn_result,Double,,,,16,,,,LTE Scanner,,,,,,,,,,,
6942,scan_lte_ch_topn_result_cell_rsrq_path1,,scan_lte_topn_result,Double,,,,16,,,,LTE Scanner,,,,,,,,,,,
6943,scan_lte_ch_topn_result_cell_rsrq_path2,,scan_lte_topn_result,Double,,,,16,,,,LTE Scanner,,,,,,,,,,,
6944,scan_lte_ch_topn_result_cell_rsrq_path3,,scan_lte_topn_result,Double,,,,16,,,,LTE Scanner,,,,,,,,,,,
6945,scan_lte_ch_topn_result_cell_rsrq_path4,,scan_lte_topn_result,Double,,,,16,,,,LTE Scanner,,,,,,,,,,,
6850,scan_nr_topn_result_loop_count,,scan_nr_topn_result,Integer,,,,,,,,NR Scanner,,,,,,,,,,,
6851,scan_nr_topn_result_ci,,scan_nr_topn_result,Integer,,,,,,,,NR Scanner,,,,,,,,,,,
6852,scan_nr_topn_result_rssi,,scan_nr_topn_result,Double,,,,,,,,NR Scanner,,,,,,,,,,,
6853,scan_nr_topn_result_pss_rp,,scan_nr_topn_result,Double,,,,16,,,,NR Scanner,,,,,,,,,,,
6854,scan_nr_topn_result_pss_rq,,scan_nr_topn_result,Double,,,,16,,,,NR Scanner,,,,,,,,,,,
6855,scan_nr_topn_result_sss_rp,,scan_nr_topn_result,Double,,,,16,,,,NR Scanner,,,,,,,,,,,
6856,scan_nr_topn_result_sss_rq,,scan_nr_topn_result,Double,,,,16,,,,NR Scanner,,,,,,,,,,,
6857,scan_nr_topn_result_ss_cinr,,scan_nr_topn_result,Double,,,,16,,,,NR Scanner,,,,,,,,,,,
6858,scan_nr_topn_result_rspbch_rp,,scan_nr_topn_result,Double,,,,16,,,,NR Scanner,,,,,,,,,,,
6859,scan_nr_topn_result_rspbch_rq,,scan_nr_topn_result,Double,,,,16,,,,NR Scanner,,,,,,,,,,,
6860,scan_nr_topn_result_rspbch_cinr,,scan_nr_topn_result,Double,,,,16,,,,NR Scanner,,,,,,,,,,,
6861,scan_nr_topn_result_ssb_rp,,scan_nr_topn_result,Double,,,,16,,,,NR Scanner,,,,,,,,,,,
6862,scan_nr_topn_result_ssb_rq,,scan_nr_topn_result,Double,,,,16,,,,NR Scanner,,,,,,,,,,,
6863,scan_nr_topn_result_ssb_cinr,,scan_nr_topn_result,Double,,,,16,,,,NR Scanner,,,,,,,,,,,
6864,scan_nr_topn_result_ch_freq_str,,scan_nr_topn_result,String,,,,,,,,NR Scanner,,,,,,,,,,,
6865,scan_nr_topn_result_bs_repettion_period,,scan_nr_topn_result,Integer,,,,,,,,NR Scanner,,,,,,,,,,,
6866,scan_nr_topn_result_subcarrier_spacing,,scan_nr_topn_result,Integer,,,,,,,,NR Scanner,,,,,,,,,,,
6867,scan_nr_topn_result_repettion_pattern,,scan_nr_topn_result,Integer,,,,,,,,NR Scanner,,,,,,,,,,,
6868,scan_nr_topn_result_arfcn,,scan_nr_topn_result,Integer,,,,,,,,NR Scanner,,,,,,,,,,,
6869,scan_nr_topn_result_beam_index,,scan_nr_topn_result,Integer,,,,,,,,NR Scanner,,,,,,,,,,,
6870,scan_nr_topn_result_half_frame_number,,scan_nr_topn_result,Integer,,,,,,,,NR Scanner,,,,,,,,,,,
6630,scan_rssi_loop_count,,scan_rssi,Integer,,,,1,,,,Other,,,,,,,,,,,
6631,scan_rssi_status,,scan_rssi,Integer,,,,200,,,,Other,,,,,,,,,,,
6632,scan_rssi_channel,,scan_rssi,Integer,,,,200,,,,Other,,,,,,,,,,,
6633,scan_rssi_rssi,,scan_rssi,Double,,,,200,,,,Other,,,,,,,,,,,
6641,email_send_start,,email,DateTime,datetime,0,0,1,email send start,,,Email,,,,,,,,,,,
6642,email_send_end,,email,DateTime,datetime,0,0,1,email send success,,,Email,,,,,,,,,,,
6643,email_send_duration_ms,,email,Integer,int,0,0,1,email send duration ms,,,Email,,,,,,,,,,,
6644,email_send_result,,email,String,text,0,0,1,email send result,,,Email,,,,,,,,,,,
6645,email_authentication_start,,email,DateTime,datetime,0,0,1,email authentication start,,,Email,,,,,,,,,,,
6646,email_authentication_end,,email,DateTime,datetime,0,0,1,email authentication success,,,Email,,,,,,,,,,,
6647,email_authentication_duration_ms,,email,Integer,int,0,0,1,email authentication duration ms,,,Email,,,,,,,,,,,
6648,email_authentication_resutl,,email,String,text,0,0,1,email authentication result,,,Email,,,,,,,,,,,
6649,email_send_message_start,,email,DateTime,datetime,0,0,1,email send message start,,,Email,,,,,,,,,,,
6650,email_send_message_end,,email,DateTime,datetime,0,0,1,email send message success,,,Email,,,,,,,,,,,
6651,email_send_message_duration_ms,,email,Integer,int,0,0,1,email send message duration ms,,,Email,,,,,,,,,,,
6652,email_send_message_result,,email,DateTime,text,0,0,1,email send message result,,,Email,,,,,,,,,,,
6670,call_start_volume,,unused,Integer,int,,,,,,,Other,,,,,,,,,,,
6671,call_end_volume,,unused,Integer,int,,,,,,,Other,,,,,,,,,,,
6680,ping_rtt,,ping,Double,double,,,1,ping_rtt,,,Ping,,,,,,,,,,,
6681,ping_n_packets_transmitted,,ping,Integer,int,,,1,ping_n_packets_transmitted,,,Ping,,,,,,,,,,,
6682,ping_n_packets_received,,ping,Integer,int,,,1,ping_n_packets_received,,,Ping,,,,,,,,,,,
6683,ping_packet_loss_percent,,ping,Double,double,,,1,ping_packet_loss_percent,,,Ping,,,,,,,,,,,
6684,ping_success_rate,,ping,Double,double,,,1,ping_success_rate,,,Ping,,,,,,,,,,,
6885,ping_rtt_min,,ping,Double,double,,,1,ping_rtt_min,,,Ping,,,,,,,,,,,
6886,ping_rtt_max,,ping,Double,double,,,1,ping_rtt_max,,,Ping,,,,,,,,,,,
6887,ping_rtt_mdev,,ping,Double,double,,,1,ping_rtt_mdev,,,Ping,,,,,,,,,,,
6888,ping_session_id,,ping,String,text,,,1,ping_session_id,,,Ping,,,,,,,,,,,
6889,ping_host,,ping,String,text,,,1,ping_host,,,Ping,,,,,,,,,,,
6890,ping_ip,,ping,String,text,,,1,ping_ip,,,Ping,,,,,,,,,,,
6891,ping_size,,ping,Integer,smallint,,,1,ping_size,,,Ping,,,,,,,,,,,
6892,ping_rtt_session_id,,ping_rtt,String,text,,,1,ping_rtt_session_id,,,Ping,,,,,,,,,,,
6893,ping_rtt_each,,ping_rtt,Double,double,,,1,ping_rtt_each,,,Ping,,,,,,,,,,,
6901,tcp_ping_session_id,,tcp_ping,String,text,,,1,tcp_ping_session_id,,,Ping,,,,,,,,,,,
6902,tcp_ping_host,,tcp_ping,String,text,,,1,tcp_ping_host,,,Ping,,,,,,,,,,,
6903,tcp_ping_ip,,tcp_ping,String,text,,,1,tcp_ping_ip,,,Ping,,,,,,,,,,,
6904,tcp_ping_count,,tcp_ping,Integer,int,,,1,tcp_ping_count,,,Ping,,,,,,,,,,,
6905,tcp_ping_success_count,,tcp_ping,Integer,int,,,1,tcp_ping_success_count,,,Ping,,,,,,,,,,,
6906,tcp_ping_rtt_min,,tcp_ping,Double,double,,,1,tcp_ping_rtt_min,,,Ping,,,,,,,,,,,
6907,tcp_ping_rtt_max,,tcp_ping,Double,double,,,1,tcp_ping_rtt_max,,,Ping,,,,,,,,,,,
6908,tcp_ping_rtt_avg,,tcp_ping,Double,double,,,1,tcp_ping_rtt_avg,,,Ping,,,,,,,,,,,
6911,tcp_ping_rtt_session_id,,tcp_ping_rtt,String,text,,,1,tcp_ping_rtt_session_id,,,Ping,,,,,,,,,,,
6912,tcp_ping_rtt_each,,tcp_ping_rtt,Double,double,,,1,tcp_ping_rtt_each,,,Ping,,,,,,,,,,,
6921,udp_ping_session_id,,udp_ping,String,text,,,1,udp_ping_session_id,,,Ping,,,,,,,,,,,
6922,udp_ping_host,,udp_ping,String,text,,,1,udp_ping_host,,,Ping,,,,,,,,,,,
6923,udp_ping_ip,,udp_ping,String,text,,,1,udp_ping_ip,,,Ping,,,,,,,,,,,
6924,udp_ping_payload_size,,udp_ping,Integer,int,,,1,udp_ping_payload_size,,,Ping,,,,,,,,,,,
6925,udp_ping_count,,udp_ping,Integer,int,,,1,udp_ping_count,,,Ping,,,,,,,,,,,
6926,udp_ping_success_count,,udp_ping,Integer,int,,,1,udp_ping_success_count,,,Ping,,,,,,,,,,,
6927,udp_ping_rtt_min,,udp_ping,Double,double,,,1,udp_ping_rtt_min,,,Ping,,,,,,,,,,,
6928,udp_ping_rtt_max,,udp_ping,Double,double,,,1,udp_ping_rtt_max,,,Ping,,,,,,,,,,,
6929,udp_ping_rtt_avg,,udp_ping,Double,double,,,1,udp_ping_rtt_avg,,,Ping,,,,,,,,,,,
6931,udp_ping_rtt_session_id,,udp_ping_rtt,String,text,,,1,udp_ping_rtt_session_id,,,Ping,,,,,,,,,,,
6932,udp_ping_rtt_each,,udp_ping_rtt,Double,double,,,1,udp_ping_rtt_each,,,Ping,,,,,,,,,,,
6951,twamp_session_id,,twamp,String,text,,,1,twamp_session_id,,,TWAMP,,,,,,,,,,,
6952,twamp_script_remote_host,,twamp,String,text,,,1,twamp_script_remote_host,,,TWAMP,,,,,,,,,,,
6953,twamp_script_remote_port,,twamp,Integer,int,,,1,twamp_script_remote_port,,,TWAMP,,,,,,,,,,,
6954,twamp_script_packet_count,,twamp,Integer,int,,,1,twamp_script_packet_count,,,TWAMP,,,,,,,,,,,
6955,twamp_script_send_interval,,twamp,Integer,int,,,1,twamp_script_send_interval,,,TWAMP,,,,,,,,,,,
6956,twamp_script_read_timeout,,twamp,Integer,int,,,1,twamp_script_read_timeout,,,TWAMP,,,,,,,,,,,
6957,twamp_script_overall_timeout,,twamp,Integer,int,,,1,twamp_script_overall_timeout,,,TWAMP,,,,,,,,,,,
6958,twamp_packet_sent_count,,twamp,Integer,int,,,1,twamp_packet_sent_count,,,TWAMP,,,,,,,,,,,
6960,twamp_packet_received_count,,twamp,Integer,int,,,1,twamp_packet_received_count,,,TWAMP,,,,,,,,,,,
6961,twamp_rtt_min,,twamp,Double,double,,,1,twamp_rtt_min,,,TWAMP,,,,,,,,,,,
6962,twamp_rtt_max,,twamp,Double,double,,,1,twamp_rtt_max,,,TWAMP,,,,,,,,,,,
6963,twamp_rtt_avg,,twamp,Double,double,,,1,twamp_rtt_avg,,,TWAMP,,,,,,,,,,,
6964,twamp_outbound_min,,twamp,Double,double,,,1,twamp_outbound_min,,,TWAMP,,,,,,,,,,,
6965,twamp_outbound_max,,twamp,Double,double,,,1,twamp_outbound_max,,,TWAMP,,,,,,,,,,,
6966,twamp_outbound_avg,,twamp,Double,double,,,1,twamp_outbound_avg,,,TWAMP,,,,,,,,,,,
6967,twamp_inbound_min,,twamp,Double,double,,,1,twamp_inbound_min,,,TWAMP,,,,,,,,,,,
6968,twamp_inbound_max,,twamp,Double,double,,,1,twamp_inbound_max,,,TWAMP,,,,,,,,,,,
6969,twamp_inbound_avg,,twamp,Double,double,,,1,twamp_inbound_avg,,,TWAMP,,,,,,,,,,,
6971,twamp_sub_session_id,,twamp_sub,String,text,,,1,twamp_sub_session_id,,,TWAMP,,,,,,,,,,,
6972,twamp_sub_sequence_number,,twamp_sub,Integer,int,,,1,twamp_sub_sequence_number,,,TWAMP,,,,,,,,,,,
6973,twamp_sub_rtt,,twamp_sub,Double,double,,,1,twamp_sub_rtt,,,TWAMP,,,,,,,,,,,
6974,twamp_sub_inbound,,twamp_sub,Double,double,,,1,twamp_sub_inbound,,,TWAMP,,,,,,,,,,,
6975,twamp_sub_outbound,,twamp_sub,Double,double,,,1,twamp_sub_outbound,,,TWAMP,,,,,,,,,,,
6976,twamp_sub_error,,twamp_sub,String,text,,,1,twamp_sub_error,,,TWAMP,,,,,,,,,,,
6701,sms_send_success_rate,,sms,Double,double,,,,,,,SMS,,,,,,,,,,,
6702,sms_delivered_success_rate,,sms,Double,double,,,,,,,SMS,,,,,,,,,,,
6703,lte_ded_eps_bearer_qci,,activate_dedicated_eps_bearer_context_request_params,Integer,int,,,,,,,LTE,,,,,,,,,,,
6712,lte_eps_bearer_id,,lte_nas_esm_plain,Integer,smallint,,,,,,,LTE,,,,,,,,,,,
6801,ip_start_time,,image_processing,DateTime,datetime,,,,,,,Other,,,,,,,,,,,
6802,ip_end_time,,image_processing,DateTime,datetime,,,,,,,Other,,,,,,,,,,,
6803,ip_duration_ms,,image_processing,Integer,int,,,,,,,Other,,,,,,,,,,,
6804,ip_action_type,,image_processing,String,text,,,,,,,Other,,,,,,,,,,,
6805,ip_percent_match,,image_processing,Double,double,,,,,,,Other,,,,,,,,,,,
6806,ip_result,,image_processing,String,text,,,,,,,Other,,,,,,,,,,,
6807,ip_current_action_name,,image_processing,String,text,,,,,,,Other,,,,,,,,,,,
6808,ip_previous_action_name,,image_processing,String,text,,,,,,,Other,,,,,,,,,,,
6809,ip_success_screenshot_name,,image_processing,String,text,,,,,,,Other,,,,,,,,,,,
6810,ip_timeout_screenshot_name,,image_processing,String,text,,,,,,,Other,,,,,,,,,,,
6811,ip_do_human_action_time,,image_processing,DateTime,datetime,,,,,,,Other,,,,,,,,,,,
6812,ip_delay_after_human_action_ms,,image_processing,Integer,int,,,,,,,Other,,,,,,,,,,,
6813,ip_test_frozen_duration_ms,,image_processing,Integer,int,,,,,,,Other,,,,,,,,,,,
7000,detected_radio_voice_call_direction,,detected_radio_voice_call_session,String,,,,,,,,Voice,,,,,,,,,,,
7001,detected_radio_voice_call_init_time,,detected_radio_voice_call_session,DateTime,,,,,,,,Voice,,,,,,,,,,,
7002,detected_radio_voice_call_alerting_time,,detected_radio_voice_call_session,DateTime,,,,,,,,Voice,,,,,,,,,,,
7003,detected_radio_voice_call_answer_time,,detected_radio_voice_call_session,DateTime,,,,,,,,Voice,,,,,,,,,,,
7004,detected_radio_voice_call_end_time,,detected_radio_voice_call_session,DateTime,,,,,,,,Voice,,,,,,,,,,,
7005,detected_radio_voice_call_setup_duration,,detected_radio_voice_call_session,Integer,,,,,,,,Voice,,,,,,,,,,,
7006,detected_radio_voice_call_ringing_duration,,detected_radio_voice_call_session,Integer,,,,,,,,Voice,,,,,,,,,,,
7007,detected_radio_voice_call_call_duration,,detected_radio_voice_call_session,Integer,,,,,,,,Voice,,,,,,,,,,,
7008,detected_radio_voice_call_end_type,,detected_radio_voice_call_session,String,,,,,,,,Voice,,,,,,,,,,,
7009,detected_radio_voice_call_end_cause,,detected_radio_voice_call_session,String,,,,,,,,Voice,,,,,,,,,,,
7501,lte_nb1_physical_cell_id,,nb1_cell_meas,Integer,smallint,0,0,1,NB Physical Cell ID,5000,,LTE NBIoT,,,,,,,,,,,
7502,lte_nb1_rssi,,nb1_cell_meas,Double,double,-130,-20,1,NB Avg RSSI,5000,,LTE NBIoT,,,,,,,,,,,
7503,lte_nb1_rsrp,,nb1_cell_meas,Double,double,-140,0,1,NB Avg RSRP,5000,,LTE NBIoT,,,,,,,,,,,
7504,lte_nb1_rsrq,,nb1_cell_meas,Double,double,-34,0,1,NB Avg RSRQ,5000,,LTE NBIoT,,,,,,,,,,,
7505,lte_nb1_op_mode,,nb1_ml1_sum_sys_info,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7506,lte_nb1_meas_bw,,nb1_ml1_sum_sys_info,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7507,lte_nb1_cell_id,,nb1_ml1_sum_sys_info,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7508,lte_nb1_freq,,nb1_ml1_sum_sys_info,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7509,lte_nb1_inst_meas_rsrp,,nb1_ml1_sum_sys_info,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7510,lte_nb1_srxlev,,nb1_ml1_sum_sys_info,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7511,lte_nb1_msg4_hsfn,,nb1_contention_resulution_message_report,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7512,lte_nb1_msg4_sfn,,nb1_contention_resulution_message_report,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7513,lte_nb1_msg4_sub_sfn,,nb1_contention_resulution_message_report,Integer,smallint,,,1,,,,LTE NBIoT,,,,,,,,,,,
7514,lte_nb1_scheduled_sfn,,nb1_random_access_request_report,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7515,lte_nb1_scheduled_sub_sfn,,nb1_random_access_request_report,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7516,lte_nb1_ul_earfcn,,nb1_random_access_request_report,Integer,int,0,262143,1,,,,LTE NBIoT,,,,,,,,,,,
7517,lte_nb1_cp_length,,nb1_random_access_request_report,String,text,,,1,,,,LTE NBIoT,,,,,,,,,,,
7518,lte_nb1_coverage_level,,nb1_random_access_request_report,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7519,lte_nb1_subcarrier_index,,nb1_random_access_request_report,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7520,lte_nb1_prach_tx_power,,nb1_random_access_request_report,Double,double,,,1,,,,LTE NBIoT,,,,,,,,,,,
7521,lte_nb1_num_rep_data,,nb1_random_access_request_report,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7522,lte_nb1_ra_rnti,,nb1_random_access_request_report,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7523,lte_nb1_rach_proc_mode,,nb1_random_access_response_report,String,text,,,1,,,,LTE NBIoT,,,,,,,,,,,
7524,lte_nb1_rnti_type,,nb1_random_access_response_report,String,text,,,1,,,,LTE NBIoT,,,,,,,,,,,
7525,lte_nb1_rnti_value,,nb1_random_access_response_report,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7526,lte_nb1_ta_included,,nb1_random_access_response_report,Integer,int,0,1,1,,,,LTE NBIoT,,,,,,,,,,,
7527,lte_nb1_timing_advance,,nb1_random_access_response_report,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7528,lte_nb1_rar_timing_sfn,,nb1_random_access_response_report,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7529,lte_nb1_rar_timing_sub_sfn,,nb1_random_access_response_report,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7530,lte_nb1_msg3_scheduled_sfn,,nb1_ue_identification_msg3_report,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7531,lte_nb1_msg3_scheduled_sub_fn,,nb1_ue_identification_msg3_report,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7532,lte_nb1_subcarrier_space,,nb1_ue_identification_msg3_report,String,text,,,1,,,,LTE NBIoT,,,,,,,,,,,
7533,lte_nb1_i_sc,,nb1_ue_identification_msg3_report,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7534,lte_nb1_n_subcarrier,,nb1_ue_identification_msg3_report,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7535,lte_nb1_n_subcarrier_index,,nb1_ue_identification_msg3_report,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7536,lte_nb1_i_delay,,nb1_ue_identification_msg3_report,String,text,12,64,1,,,,LTE NBIoT,,,,,,,,,,,
7537,lte_nb1_i_rep,,nb1_ue_identification_msg3_report,Integer,int,1,128,1,,,,LTE NBIoT,,,,,,,,,,,
7538,lte_nb1_i_mcs,,nb1_ue_identification_msg3_report,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7539,lte_nb1_msg3_tx_sfn,,nb1_ue_identification_msg3_report,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7540,lte_nb1_msg3_tx_sub_sfn,,nb1_ue_identification_msg3_report,Integer,int,,,1,,,,LTE NBIoT,,,,,,,,,,,
7541,lte_nb1_cell_meas_srxlev,,nb1_cell_meas,Integer,int,,,1,,5000,,LTE NBIoT,,,,,,,,,,,
7542,lte_nb1_cell_meas_rank,,nb1_cell_meas,Integer,int,,,1,,5000,,LTE NBIoT,,,,,,,,,,,
7543,lte_nb1_cell_meas_snr,,nb1_cell_meas,Double,double,-100,100,1,,5000,,LTE NBIoT,,,,,,,,,,,
7544,lte_nb1_cell_meas_snr_linear,,nb1_cell_meas,Integer,int,-100,100,1,,5000,,LTE NBIoT,,,,,,,,,,,
7545,lte_nb1_pdsch_sfn,,nb1_ml1_gm_pdsch_stat_ind,Integer,int,,,16,,4000,,LTE NBIoT,,,,,,,,,,,
7546,lte_nb1_pdsch_sub_sfn,,nb1_ml1_gm_pdsch_stat_ind,Integer,int,,,16,,4000,,LTE NBIoT,,,,,,,,,,,
7547,lte_nb1_pdsch_rnti_type,,nb1_ml1_gm_pdsch_stat_ind,String,text,,,16,,4000,,LTE NBIoT,,,,,,,,,,,
7548,lte_nb1_pdsch_crc,,nb1_ml1_gm_pdsch_stat_ind,Integer,int,,,16,,4000,,LTE NBIoT,,,,,,,,,,,
7549,lte_nb1_pdsch_tb_size,,nb1_ml1_gm_pdsch_stat_ind,Integer,int,,,16,,4000,,LTE NBIoT,,,,,,,,,,,
7550,lte_nb1_pdsch_hyber_sfn_data,,nb1_ml1_gm_pdsch_stat_ind,Integer,int,,,16,,4000,,LTE NBIoT,,,,,,,,,,,
7551,lte_nb1_pdsch_mcs,,nb1_ml1_gm_pdsch_stat_ind,Integer,int,,,16,,4000,,LTE NBIoT,,,,,,,,,,,
7552,lte_nb1_pdsch_isf,,nb1_ml1_gm_pdsch_stat_ind,Integer,int,,,16,,4000,,LTE NBIoT,,,,,,,,,,,
7553,lte_nb1_pdsch_auto_ack,,nb1_ml1_gm_pdsch_stat_ind,Integer,int,,,16,,4000,,LTE NBIoT,,,,,,,,,,,
7554,lte_nb1_dl_tbs,,nb1_ml1_gm_pdsch_stat_ind,Double,double,,,1,NB1 DL TBS,4000,,LTE NBIoT,,,,,,,,,,,
7555,lte_nb1_gmtx_report_subcarrier_space,,nb1_ml1_gm_tx_report,Integer,int,,,1,,4000,,LTE NBIoT,,,,,,,,,,,
7556,lte_nb1_gmtx_report_npusch_timing_hsfn,,nb1_ml1_gm_tx_report,Integer,int,,,16,,4000,,LTE NBIoT,,,,,,,,,,,
7557,lte_nb1_gmtx_report_npusch_timing_sfn,,nb1_ml1_gm_tx_report,Integer,int,,,16,,4000,,LTE NBIoT,,,,,,,,,,,
7558,lte_nb1_gmtx_report_npusch_timing_sub_fn,,nb1_ml1_gm_tx_report,Integer,int,,,16,,4000,,LTE NBIoT,,,,,,,,,,,
7559,lte_nb1_gmtx_report_npusch_format,,nb1_ml1_gm_tx_report,String,text,,,16,,4000,,LTE NBIoT,,,,,,,,,,,
7560,lte_nb1_gmtx_report_is_msg3,,nb1_ml1_gm_tx_report,Integer,int,0,1,16,,4000,,LTE NBIoT,,,,,,,,,,,
7561,lte_nb1_gmtx_report_itbs,,nb1_ml1_gm_tx_report,Integer,int,,,16,,4000,,LTE NBIoT,,,,,,,,,,,
7562,lte_nb1_gmtx_report_repetition_number,,nb1_ml1_gm_tx_report,Integer,int,1,128,16,,4000,,LTE NBIoT,,,,,,,,,,,
7563,lte_nb1_gmtx_report_num_ru,,nb1_ml1_gm_tx_report,Integer,int,1,10,16,,4000,,LTE NBIoT,,,,,,,,,,,
7564,lte_nb1_gmtx_report_rv_idex,,nb1_ml1_gm_tx_report,Integer,int,,,16,,4000,,LTE NBIoT,,,,,,,,,,,
7565,lte_nb1_gmtx_report_num_tone,,nb1_ml1_gm_tx_report,Integer,int,1,12,16,,4000,,LTE NBIoT,,,,,,,,,,,
7566,lte_nb1_gmtx_report_start_tone,,nb1_ml1_gm_tx_report,Integer,int,0,47,16,,4000,,LTE NBIoT,,,,,,,,,,,
7567,lte_nb1_gmtx_report_tx_power,,nb1_ml1_gm_tx_report,Integer,int,,,16,,4000,,LTE NBIoT,,,,,,,,,,,
7568,lte_nb1_gmtx_report_npusch_format_1_tx_type,,nb1_ml1_gm_tx_report,String,text,,,16,,4000,,LTE NBIoT,,,,,,,,,,,
7569,lte_nb1_gmtx_report_ack_nack,,nb1_ml1_gm_tx_report,Integer,int,,,16,,4000,,LTE NBIoT,,,,,,,,,,,
7570,lte_nb1_gmtx_report_rflm,,nb1_ml1_gm_tx_report,Integer,int,,,16,,4000,,LTE NBIoT,,,,,,,,,,,
7571,lte_nb1_gmtx_report_prach_collision_valid,,nb1_ml1_gm_tx_report,Integer,int,,,16,,4000,,LTE NBIoT,,,,,,,,,,,
7572,lte_nb1_gmtx_report_prach_collision_7680ms,,nb1_ml1_gm_tx_report,Integer,int,,,16,,4000,,LTE NBIoT,,,,,,,,,,,
7573,lte_nb1_gmtx_report_scrambling_mask,,nb1_ml1_gm_tx_report,Integer,int,,,16,,4000,,LTE NBIoT,,,,,,,,,,,
7574,lte_nb1_msg3_tx_power,,nb1_ml1_gm_tx_report,Integer,int,,,1,,4000,,LTE NBIoT,,,,,,,,,,,
7575,lte_nb1_ul_rep_number_max,,nb1_ml1_gm_tx_report,Integer,smallint,,,1,NB1 UL Repetition Number,4000,NPUSCH Repeat Times ,LTE NBIoT,,,,,,,,,,,
7576,lte_nb1_ul_rep_number_avg,,nb1_ml1_gm_tx_report,Double,double,,,1,,4000,,LTE NBIoT,,,,,,,,,,,
