//SQLite data types: https://www.sqlite.org/datatype3.html,,,,,,,,,,,,,,,,,,,,,,,
//wget -O azq_global_element_info_list.csv https://docs.google.com/spreadsheets/d/1ddl-g_qyoMYLF8PMkjrYPrpXusdinTZxsWLQOzJ6xu8/export?format=csv,,,,,,,,,,,,,,,,,,,,,,,
id,var_name,csharp_oldname,db_table,var_type,db_type,val_min,val_max,n_arg_max,name,expiry (millis),definition,category,omit_param_check,,,,,,,,,,
4159,data_hsupa_n_buffer_limited_ttis,,wcdma_hsupa_stats,Integer,smallint,0,0,1,Data_HSUPA_N_Buffer_limited_TTIs,2000,,WCDMA,,,,,,,,,,,
4160,data_hsupa_n_buffer_empty_ttis,,wcdma_hsupa_stats,Integer,smallint,0,0,1,Data_HSUPA_N_Buffer_empty_TTIs,2000,,WCDMA,,,,,,,,,,,
4161,data_hsupa_n_scheduled_buffer_empty_ttis,,wcdma_hsupa_stats,Integer,smallint,0,0,1,Data_HSUPA_N_Scheduled_buffer_empty_TTIs,2000,,WCDMA,,,,,,,,,,,
4162,data_hsupa_n_non_scheduled_buffer_empty_ttis,,wcdma_hsupa_stats,Integer,smallint,0,0,1,Data_HSUPA_N_Non_Scheduled_buffer_empty_TTIs,2000,,WCDMA,,,,,,,,,,,
4163,data_hsupa_p_bler,,wcdma_hsupa_stats,Double,double,0,0,1,Data_HSUPA_P_BLER,2000,,WCDMA,,,,,,,,,,,
4164,data_hsupa_p_sbler,,wcdma_hsupa_stats,Double,double,0,0,1,Data_HSUPA_P_SBLER,2000,,WCDMA,,,,,,,,,,,
4165,data_hsupa_avg_raw_throughput,,wcdma_hsupa_stats,Double,double,0,0,1,Data_HSUPA_Avg_Raw_Throughput,2000,,WCDMA,,,,,,,,,,,
4166,data_hsupa_avg_scheduled_throughput,,wcdma_hsupa_stats,Double,double,0,0,1,Data_HSUPA_Avg_Scheduled_Throughput,2000,,WCDMA,,,,,,,,,,,
4167,data_hsupa_total_e_dpdch_throughput,,wcdma_hsupa_stats,Double,double,0,3000,1,Data_HSUPA_Total_E_DPDCH_Throughput,2000,,WCDMA,,,,,,,,,,,
4168,data_egprs_dl_coding_scheme_index,,data_egprs_stats,Integer,smallint,0,13,1,EGPRS DL Coding Scheme Index,,,GSM,,,,,,,,,,,
4169,data_egprs_ul_coding_scheme_index,,data_egprs_stats,Integer,smallint,0,13,1,EGPRS UL Coding Scheme Index,,,GSM,,,,,,,,,,,
4170,data_hsdpa_mod_index,,wcdma_hsdpa_stats,Integer,smallint,0,5,1,Data HSDPA MOD Index,,,WCDMA,,,,,,,,,,,
4171,data_hspap_mod_64qam_percent,,wcdma_hsdpa_stats,Double,double,0,0,1,Data	HSPAP	MOD	64QAM	Percent,4000,,WCDMA,,,,,,,,,,,
4172,data_hspap_dual_carrier_enabled,,wcdma_hsdpa_stats,Integer,smallint,0,0,1,Data	HSPAP	Dual	Carrier	Enabled,4000,,WCDMA,,,,,,,,,,,
4173,data_hspap_64qam_configured,,wcdma_hsdpa_stats,Integer,smallint,0,0,1,Data	HSPAP	64QAM	Configured,4000,,WCDMA,,,,,,,,,,,
4174,data_hspap_cqi_b,,wcdma_hsdpa_cqi,Double,double,0,30,1,Data	HSPAP	CQI	B,4000,,WCDMA,,,,,,,,,,,
4175,data_hspap_cqi_a,,wcdma_hsdpa_cqi,Double,double,0,30,1,Data	HSPAP	CQI	A,4000,,WCDMA,,,,,,,,,,,
4176,data_hspap_cqi_dc_primary_carrier,,wcdma_hsdpa_cqi,Double,double,0,30,1,Data	HSPAP	CQI	DC	Primary	Carrier,4000,,WCDMA,,,,,,,,,,,
4177,data_hspap_cqi_dc_secondary_carrier,,wcdma_hsdpa_cqi,Double,double,0,30,1,Data	HSPAP	CQI	DC	Secondary	Carrier,4000,,WCDMA,,,,,,,,,,,
4178,data_hspap_dual_carrier_enabled_percent,,wcdma_hsdpa_stats,Double,double,0,0,1,Data_HSPAP_DUAL_CARRIER_ENABLED_PERCENT,4000,,WCDMA,,,,,,,,,,,
4179,data_hspap_mimo_enabled,,wcdma_hsdpa_stats,Integer,smallint,0,0,1,Data_HSPAP_MIMO_ENABLED,4000,,WCDMA,,,,,,,,,,,
4180,data_hspap_ue_category,,wcdma_hsdpa_stats,Integer,smallint,0,0,1,Data_HSPAP_UE_CATEGORY,4000,,WCDMA,,,,,,,,,,,
4182,data_hspap_1tb_requested_percent,,wcdma_hsdpa_stats,Double,double,0,0,1,Data_HSPAP_1TB_REQUESTED_PERCENT,4000,,WCDMA,,,,,,,,,,,
4183,data_hspap_2tb_requested_percent,,wcdma_hsdpa_stats,Double,double,0,0,1,Data_HSPAP_2TB_REQUESTED_PERCENT,4000,,WCDMA,,,,,,,,,,,
4184,data_lte_attach_duration,,lte_attach_stats,Double,double,0,0,1,,,,LTE,,,,,,,,,,,
4185,data_hsdpa_hs_scch_usage_percent,,wcdma_hsdpa_stats,Double,double,0,0,1,HSDPA	HS-SCCH	Valid	%,2000,,WCDMA,,,,,,,,,,,
4186,data_pdp_context_deactivation_duration,,umts_data_activation_stats,Double,double,0,0,1,PDP	Context	DeActivation	Duration,,,Other,,,,,,,,,,,
4187,data_hsupa_multicarrier_n_carrier_used,,wcdma_hsupa_stats,Integer,smallint,0,0,1,,2000,,WCDMA,,,,,,,,,,,
4188,data_hsdpa_retransmission_rate_percent,,wcdma_hsdpa_stats,Double,double,0,100,1,HSDPA	Retransmission	rate	%,4000,,WCDMA,,,,,,,,,,,
4189,data_lte_detach_duration,,lte_attach_stats,Double,double,,,1,,,,LTE,,,,,,,,,,,
4190,data_hsdpa_serving_psc,,wcdma_hsdpa_serving_psc,Integer,smallint,0,0,1,,,,WCDMA,,,,,,,,,,,
4198,data_hspap_n_carriers,,wcdma_hsdpa_stats,Integer,smallint,0,0,1,,4000,,WCDMA,,,,,,,,,,,
4199,data_hspap_64qam_configured_each_carrier,,wcdma_hsdpa_stats,Integer,smallint,0,0,4,,4000,,WCDMA,,,,,,,,,,,
4200,data_hsupa_mod_index,,wcdma_hsupa_stats,Integer,smallint,0,5,1,Data HSUPA MOD Index,,,WCDMA,,,,,,,,,,,
4201,data_hsdpa_mac_ehs_enabled,,wcdma_hsdpa_stats,Integer,smallint,0,0,1,Data_HSDPA_MAC-EHS_ENABLED,4000,,WCDMA,,,,,,,,,,,
4211,ftp_download_session_id,,ftp_download_session,String,text,,,1,,,,FTP,,,,,,,,,,,
4212,ftp_download_session_throughput_avg,,ftp_download_session,Double,double,,,1,,,,FTP,,,,,,,,,,,
4213,ftp_download_session_throughput_max,,ftp_download_session,Double,double,,,1,,,,FTP,,,,,,,,,,,
4214,ftp_download_session_total_bytes,,ftp_download_session,Double,double,,,1,,,,FTP,,,,,,,,,,,
4215,ftp_download_session_duration,,ftp_download_session,Double,double,,,1,,,,FTP,,,,,,,,,,,
4221,ftp_download_sub_session_master_session_id,,ftp_download_sub_session,String,text,,,1,,,,FTP,,,,,,,,,,,
4222,ftp_download_sub_session_id,,ftp_download_sub_session,Integer,smallint,,,1,,,,FTP,,,,,,,,,,,
4223,ftp_download_sub_session_throughput_avg,,ftp_download_sub_session,Double,double,,,1,,,,FTP,,,,,,,,,,,
4224,ftp_download_sub_session_throughput_max,,ftp_download_sub_session,Double,double,,,1,,,,FTP,,,,,,,,,,,
4225,ftp_download_sub_session_file_size,,ftp_download_sub_session,Double,double,,,1,,,,FTP,,,,,,,,,,,
4226,ftp_download_sub_session_total_bytes,,ftp_download_sub_session,Double,double,,,1,,,,FTP,,,,,,,,,,,
4227,ftp_download_sub_session_duration,,ftp_download_sub_session,Double,double,,,1,,,,FTP,,,,,,,,,,,
4228,ftp_download_sub_session_result,,ftp_download_sub_session,String,text,,,1,,,,FTP,,,,,,,,,,,
4229,ftp_download_sub_session_result_detail,,ftp_download_sub_session,String,text,,,1,,,,FTP,,,,,,,,,,,
4230,ftp_download_sub_session_throughput_min,,ftp_download_sub_session,Double,double,,,1,,,,,,,,,,,,,,,
4231,ftp_upload_session_id,,ftp_upload_session,String,text,,,1,,,,FTP,,,,,,,,,,,
4232,ftp_upload_session_throughput_avg,,ftp_upload_session,Double,double,,,1,,,,FTP,,,,,,,,,,,
4233,ftp_upload_session_throughput_max,,ftp_upload_session,Double,double,,,1,,,,FTP,,,,,,,,,,,
4234,ftp_upload_session_total_bytes,,ftp_upload_session,Double,double,,,1,,,,FTP,,,,,,,,,,,
4235,ftp_upload_session_duration,,ftp_upload_session,Double,double,,,1,,,,FTP,,,,,,,,,,,
4241,ftp_upload_sub_session_master_session_id,,ftp_upload_sub_session,String,text,,,1,,,,FTP,,,,,,,,,,,
4242,ftp_upload_sub_session_id,,ftp_upload_sub_session,Integer,smallint,,,1,,,,FTP,,,,,,,,,,,
4243,ftp_upload_sub_session_throughput_avg,,ftp_upload_sub_session,Double,double,,,1,,,,FTP,,,,,,,,,,,
4244,ftp_upload_sub_session_throughput_max,,ftp_upload_sub_session,Double,double,,,1,,,,FTP,,,,,,,,,,,
4245,ftp_upload_sub_session_file_size,,ftp_upload_sub_session,Double,double,,,1,,,,FTP,,,,,,,,,,,
4246,ftp_upload_sub_session_total_bytes,,ftp_upload_sub_session,Double,double,,,1,,,,FTP,,,,,,,,,,,
4247,ftp_upload_sub_session_duration,,ftp_upload_sub_session,Double,double,,,1,,,,FTP,,,,,,,,,,,
4248,ftp_upload_sub_session_result,,ftp_upload_sub_session,String,text,,,1,,,,FTP,,,,,,,,,,,
4249,ftp_upload_sub_session_result_detail,,ftp_upload_sub_session,String,text,,,1,,,,FTP,,,,,,,,,,,
4250,ftp_upload_sub_session_throughput_min,,ftp_upload_sub_session,Double,double,,,1,,,,FTP,,,,,,,,,,,
4251,http_download_session_id,,http_download_session,String,text,,,1,,,,HTTP,,,,,,,,,,,
4252,http_download_session_throughput_avg,,http_download_session,Double,double,,,1,,,,HTTP,,,,,,,,,,,
4253,http_download_session_throughput_max,,http_download_session,Double,double,,,1,,,,HTTP,,,,,,,,,,,
4254,http_download_session_total_bytes,,http_download_session,Double,double,,,1,,,,HTTP,,,,,,,,,,,
4255,http_download_session_duration,,http_download_session,Double,double,,,1,,,,HTTP,,,,,,,,,,,
4261,http_download_sub_session_master_session_id,,http_download_sub_session,String,text,,,1,,,,HTTP,,,,,,,,,,,
4262,http_download_sub_session_id,,http_download_sub_session,Integer,smallint,,,1,,,,HTTP,,,,,,,,,,,
4263,http_download_sub_session_throughput_avg,,http_download_sub_session,Double,double,,,1,,,,HTTP,,,,,,,,,,,
4264,http_download_sub_session_throughput_max,,http_download_sub_session,Double,double,,,1,,,,HTTP,,,,,,,,,,,
4265,http_download_sub_session_file_size,,http_download_sub_session,Double,double,,,1,,,,HTTP,,,,,,,,,,,
4266,http_download_sub_session_total_bytes,,http_download_sub_session,Double,double,,,1,,,,HTTP,,,,,,,,,,,
4267,http_download_sub_session_duration,,http_download_sub_session,Double,double,,,1,,,,HTTP,,,,,,,,,,,
4268,http_download_sub_session_result,,http_download_sub_session,String,text,,,1,,,,HTTP,,,,,,,,,,,
4269,http_download_sub_session_result_detail,,http_download_sub_session,String,text,,,1,,,,HTTP,,,,,,,,,,,
4270,http_download_sub_session_throughput_min,,http_download_sub_session,Double,double,,,1,,,,HTTP,,,,,,,,,,,
4271,http_upload_session_id,,http_upload_session,String,text,,,1,,,,HTTP,,,,,,,,,,,
4272,http_upload_session_throughput_avg,,http_upload_session,Double,double,,,1,,,,HTTP,,,,,,,,,,,
4273,http_upload_session_throughput_max,,http_upload_session,Double,double,,,1,,,,HTTP,,,,,,,,,,,
4274,http_upload_session_total_bytes,,http_upload_session,Double,double,,,1,,,,HTTP,,,,,,,,,,,
4275,http_upload_session_duration,,http_upload_session,Double,double,,,1,,,,HTTP,,,,,,,,,,,
4281,http_upload_sub_session_master_session_id,,http_upload_sub_session,String,text,,,1,,,,HTTP,,,,,,,,,,,
4282,http_upload_sub_session_id,,http_upload_sub_session,Integer,smallint,,,1,,,,HTTP,,,,,,,,,,,
4283,http_upload_sub_session_throughput_avg,,http_upload_sub_session,Double,double,,,1,,,,HTTP,,,,,,,,,,,
4284,http_upload_sub_session_throughput_max,,http_upload_sub_session,Double,double,,,1,,,,HTTP,,,,,,,,,,,
4285,http_upload_sub_session_file_size,,http_upload_sub_session,Double,double,,,1,,,,HTTP,,,,,,,,,,,
4286,http_upload_sub_session_total_bytes,,http_upload_sub_session,Double,double,,,1,,,,HTTP,,,,,,,,,,,
4287,http_upload_sub_session_duration,,http_upload_sub_session,Double,double,,,1,,,,HTTP,,,,,,,,,,,
4288,http_upload_sub_session_result,,http_upload_sub_session,String,text,,,1,,,,HTTP,,,,,,,,,,,
4289,http_upload_sub_session_result_detail,,http_upload_sub_session,String,text,,,1,,,,HTTP,,,,,,,,,,,
4290,http_upload_sub_session_throughput_min,,http_upload_sub_session,Double,double,,,1,,,,HTTP,,,,,,,,,,,
4300,ftp_download_throughput,,ftpdl,Double,double,0,0,1,FTP Download Throughput,,,FTP,,,,,,,,,,,
4301,ftp_download_throughput_max,,ftpdl_max_min,Double,double,0,0,1,FTP Download Throughput Max,,,FTP,,,,,,,,,,,
4302,ftp_download_throughput_min,,ftpdl_max_min,Double,double,0,0,1,FTP Download Throughput Min,,,FTP,,,,,,,,,,,
4310,ftp_upload_throughput,,ftpul,Double,double,0,0,1,FTP Upload Throughput,,,FTP,,,,,,,,,,,
4311,ftp_upload_throughput_max,,ftpul_max_min,Double,double,0,0,1,FTP Upload Throughput Max,,,FTP,,,,,,,,,,,
4312,ftp_upload_throughput_min,,ftpul_max_min,Double,double,0,0,1,FTP Upload Throughput Min,,,FTP,,,,,,,,,,,
4320,http_download_throughput,,httpdl,Double,double,0,0,1,HTTP Download Throughput,,,HTTP,,,,,,,,,,,
4321,http_download_throughput_max,,httpdl_max_min,Double,double,0,0,1,HTTP Download Throughput Max,,,HTTP,,,,,,,,,,,
4322,http_download_throughput_min,,httpdl_max_min,Double,double,0,0,1,HTTP Download Throughput Min,,,HTTP,,,,,,,,,,,
4330,browse_throughput,,browse,Double,double,0,0,1,Browse Throughput,,,Browse,,,,,,,,,,,
4331,browse_throughput_max,,browse,Double,double,0,0,1,Browse Throughput Max,,,Browse,,,,,,,,,,,
4332,browse_throughput_min,,browse,Double,double,0,0,1,Browse Throughput Min,,deprecated,Browse,,,,,,,,,,,
4333,browse_duration,,browse,Double,double,0,0,1,Browse Duration,,,Browse,,,,,,,,,,,
4334,browse_duration_max,,browse,Double,double,0,0,1,Browse Duration Max,,deprecated,Browse,,,,,,,,,,,
4335,browse_duration_min,,browse,Double,double,0,0,1,Browse Duration Min,,deprecated,Browse,,,,,,,,,,,
4340,http_upload_throughput,,httpul,Double,double,0,0,1,HTTP Upload Throughput,,,HTTP,,,,,,,,,,,
4341,http_upload_throughput_max,,httpul_max_min,Double,double,0,0,1,HTTP Upload Throughput Max,,,HTTP,,,,,,,,,,,
4342,http_upload_throughput_min,,httpul_max_min,Double,double,0,0,1,HTTP Upload Throughput Min,,,HTTP,,,,,,,,,,,
4351,browse_session_id,,browse,String,text,,,1,browse_session_id,,,Browse,,,,,,,,,,,
4352,browse_url,,browse,String,text,,,1,browse_url,,,Browse,,,,,,,,,,,
4353,browse_timeout,,browse,Integer,smallint,0,0,1,browse_timeout,,,Browse,,,,,,,,,,,
4354,browse_bytes_count,,browse,Double,double,0,0,1,browse_bytes_count,,,Browse,,,,,,,,,,,
4355,browse_last_page,,browse,String,text,,,1,browse_last_page,,,Browse,,,,,,,,,,,
4356,browse_site_ip,,browse,String,text,,,1,browse_site_ip,,,Browse,,,,,,,,,,,
4357,browse_dns_resolve_count,,browse,Integer,smallint,0,0,1,browse_dns_resolve_count,,,Browse,,,,,,,,,,,
4358,browse_dns_resolve_duration_list,,browse,String,text,,,1,browse_dns_resolve_duration,,,Browse,,,,,,,,,,,
4359,browse_total_dns_resolve_duration,,browse,Integer,smallint,0,0,1,browse_total_dns_resolve_duration,,,Browse,,,,,,,,,,,
4360,browse_tcp_setup_count,,browse,Integer,smallint,0,0,1,browse_tcp_setup_count,,,Browse,,,,,,,,,,,
4361,browse_tcp_setup_duration_list,,browse,String,text,,,1,browse_tcp_setup_duration,,,Browse,,,,,,,,,,,
4362,browse_total_tcp_setup_duration,,browse,Integer,smallint,0,0,1,browse_total_tcp_setup_duration,,,Browse,,,,,,,,,,,
4371,dns_lookup_session_id,,dns_lookup,String,text,,,1,dns_lookup_session_id,,,Other,,,,,,,,,,,
4372,dns_lookup_server_list,,dns_lookup,String,text,,,1,dns_lookup_server_list,,,Other,,,,,,,,,,,
4373,dns_lookup_a_record_list,,dns_lookup,String,text,,,1,dns_lookup_a_record_list,,,Other,,,,,,,,,,,
4374,dns_lookup_duration,,dns_lookup,Integer,smallint,,,1,dns_lookup_duration,,,Other,,,,,,,,,,,
4375,dns_lookup_domain,,dns_lookup,String,text,,,1,dns_lookup_domain,,,Other,,,,,,,,,,,
4381,youtube_buffering_session_id,,youtube_buffering,String,text,,,1,youtube_buffering_session_id,,,Application test,,,,,,,,,,,
4382,youtube_buffering_start,,youtube_buffering,DateTime,datetime,,,1,youtube_buffering_start,,,Application test,,,,,,,,,,,
4383,youtube_buffering_stop,,youtube_buffering,DateTime,datetime,,,1,youtube_buffering_stop,,,Application test,,,,,,,,,,,
4384,youtube_buffering_duration,,youtube_buffering,Integer,smallint,,,1,youtube_buffering_duration,,,Application test,,,,,,,,,,,
4400,dropbox_download_throughput,,dropbox_download,Double,double,0,0,1,Dropbox	Download	Throughput,,,Application test,,,,,,,,,,,
4401,dropbox_download_totalbytes,,dropbox_download,Double,double,0,0,1,Dropbox	Download	Total	Bytes,,,Application test,,,,,,,,,,,
4402,dropbox_upload_throughput,,dropbox_upload,Double,double,0,0,1,Dropbox	Upload	Throughput,,,Application test,,,,,,,,,,,
4403,dropbox_upload_totalbytes,,dropbox_upload,Double,double,0,0,1,Dropbox	Upload	Total	Bytes,,,Application test,,,,,,,,,,,
4404,dropbox_download_duration,,dropbox_download,Double,double,0,0,1,Dropbox Download Duration,,,Application test,,,,,,,,,,,
4405,dropbox_download_session_id,,dropbox_download,String,text,0,0,1,Dropbox Download Session ID,,,Application test,,,,,,,,,,,
4406,dropbox_download_status,,dropbox_download,String,text,0,0,1,Dropbox Download Status,,,Application test,,,,,,,,,,,
4407,dropbox_upload_duration,,dropbox_upload,Double,double,0,0,1,Dropbox Upload Duration,,,Application test,,,,,,,,,,,
4408,dropbox_upload_session_id,,dropbox_upload,String,text,0,0,1,Dropbox Upload Session ID,,,Application test,,,,,,,,,,,
4409,dropbox_upload_status,,dropbox_upload,String,text,0,0,1,Dropbox Upload Status,,,Application test,,,,,,,,,,,
4411,facebook_photo_album_name,,facebook,String,text,0,0,1,Facebook	Photo	Album	Name,,,Application test,,,,,,,,,,,
4412,facebook_photo_id,,facebook,String,text,0,0,1,Facebook	Photo	ID,,,Application test,,,,,,,,,,,
4413,facebook_photo_size,,facebook,Integer,smallint,0,0,1,Facebook	Photo	Size,,,Application test,,,,,,,,,,,
4414,instagram_photo_size,,instagram,Integer,smallint,0,0,1,Instagram	Photo	Size,,,Application test,,,,,,,,,,,
4415,facebook_download_feed_session_id,,facebook_feed,String,text,0,0,1,Facebook Download Feed Session ID,,,Application test,,,,,,,,,,,
4416,facebook_download_feed_limit_post,,facebook_feed,Integer,smallint,0,0,1,Facebook Download Feed Limit post,,,Application test,,,,,,,,,,,
4417,facebook_download_feed_fetched_post,,facebook_feed,Integer,smallint,0,0,1,Facebook Download Feed Fetched post,,,Application test,,,,,,,,,,,
4418,facebook_download_feed_posts_duration,,facebook_feed,Double,double,0,0,1,Facebook Download Feed Posts Duration,,,Application test,,,,,,,,,,,
4419,facebook_download_feed_total_media,,facebook_feed,Integer,smallint,0,0,1,Facebook Download Feed Total Media,,,Application test,,,,,,,,,,,
4420,facebook_download_feed_success_media,,facebook_feed,Integer,smallint,0,0,1,Facebook Download Feed Success Media,,,Application test,,,,,,,,,,,
4421,facebook_download_feed_failed_media,,facebook_feed,Integer,smallint,0,0,1,Facebook Download Feed Failed Media,,,Application test,,,,,,,,,,,
4422,facebook_download_feed_media_duration,,facebook_feed,Double,double,0,0,1,Facebook Download Feed Media Duration,,,Application test,,,,,,,,,,,
4423,facebook_download_feed_status,,facebook_feed,String,text,0,0,1,Facebook Download Feed Status,,,Application test,,,,,,,,,,,
4424,facebook_download_feed_total_duration,,facebook_feed,Double,double,0,0,1,Facebook Download Feed Total Duration,,,Application test,,,,,,,,,,,
4431,nperf_mode,,nperf_test,Integer,smallint,0,0,1,nperf_mode,,,nPerf,,,,,,,,,,,
4432,nperf_pool_id,,nperf_test,Integer,smallint,0,0,1,nperf_pool_id,,,nPerf,,,,,,,,,,,
4433,nperf_pool_name,,nperf_test,String,text,0,0,1,nperf_pool_name,,,nPerf,,,,,,,,,,,
4434,nperf_pool_location_country,,nperf_test,String,text,0,0,1,nperf_pool_location_country,,,nPerf,,,,,,,,,,,
4435,nperf_download_avg,,nperf_test,Integer,smallint,0,0,1,nperf_download_avg,,,nPerf,,,,,,,,,,,
4436,nperf_download_max,,nperf_test,Integer,smallint,0,0,1,nperf_download_max,,,nPerf,,,,,,,,,,,
4437,nperf_upload_avg,,nperf_test,Integer,smallint,0,0,1,nperf_upload_avg,,,nPerf,,,,,,,,,,,
4438,nperf_upload_max,,nperf_test,Integer,smallint,0,0,1,nperf_upload_max,,,nPerf,,,,,,,,,,,
4439,nperf_latency_min,,nperf_test,Integer,smallint,0,0,1,nperf_latency_min,,,nPerf,,,,,,,,,,,
4440,nperf_latency_avg,,nperf_test,Integer,smallint,0,0,1,nperf_latency_avg,,,nPerf,,,,,,,,,,,
4441,nperf_latency_jitter,,nperf_test,Integer,smallint,0,0,1,nperf_latency_jitter,,,nPerf,,,,,,,,,,,
4442,nperf_bytes_transferred,,nperf_test,Integer,smallint,0,0,1,nperf_bytes_transferred,,,nPerf,,,,,,,,,,,
4443,nperf_score,,nperf_test,Integer,smallint,0,0,1,nperf_score,,,nPerf,,,,,,,,,,,
4444,nperf_stream_pr_avg,,nperf_test,Double,double,0,0,1,nperf_stream_pr_avg,,,nPerf,,,,,,,,,,,
4445,nperf_browse_pr_avg,,nperf_test,Double,double,0,0,1,nperf_browse_pr_avg,,,nPerf,,,,,,,,,,,
4446,nperf_share_picture_url,,nperf_test,String,text,0,0,1,nperf_share_picture_url,,,nPerf,,,,,,,,,,,
4447,nperf_session_id,,nperf_test,String,text,0,0,1,nperf_session_id,,,nPerf,,,,,,,,,,,
4451,line_receive_session_id,,line_receive,String,text,,,1,line_receive_session_id,,,Application test,,,,,,,,,,,
4452,line_receive_type,,line_receive,String,text,,,1,line_receive_type,,,Application test,,,,,,,,,,,
4453,line_receive_photo_downloaded_size,,line_receive,Double,double,,,1,line_receive_photo_size,,,Application test,,,,,,,,,,,
4454,line_receive_photo_download_duration,,line_receive,String,text,,,1,line_receive_photo_download_duration,,,Application test,,,,,,,,,,,
4455,line_receive_photo_download_result,,line_receive,String,text,,,1,line_receive_photo_download_result,,,Application test,,,,,,,,,,,
4461,ott_video_streaming_session_id,,ott_video_streaming,String,text,,,1,,,,,,,,,,,,,,,
4462,ott_video_streaming_video_id,,ott_video_streaming,String,text,,,1,,,,,,,,,,,,,,,
4463,ott_video_streaming_video_url,,ott_video_streaming,String,text,,,1,,,,,,,,,,,,,,,
4464,ott_video_streaming_mos_enabled,,ott_video_streaming,Integer,smallint,,,1,,,,,,,,,,,,,,,
4465,ott_video_streaming_level_info,,ott_video_streaming,String,text,,,1,,,,,,,,,,,,,,,
4466,ott_video_streaming_start_time,,ott_video_streaming,DateTime,datetime,,,1,,,,,,,,,,,,,,,
4467,ott_video_streaming_end_time,,ott_video_streaming,DateTime,datetime,,,1,,,,,,,,,,,,,,,
4468,ott_video_streaming_end_result,,ott_video_streaming,String,text,,,,,,,,,,,,,,,,,,
4469,ott_video_streaming_end_result_detail,,ott_video_streaming,String,text,,,,,,,,,,,,,,,,,,
4471,ott_video_streaming_buffering_session_id,,ott_video_streaming_buffering,String,text,,,1,,,,,,,,,,,,,,,
4472,ott_video_streaming_buffering_video_time,,ott_video_streaming_buffering,Double,double,,,1,,,,,,,,,,,,,,,
4473,ott_video_streaming_buffering_start_time,,ott_video_streaming_buffering,DateTime,datetime,,,1,,,,,,,,,,,,,,,
4474,ott_video_streaming_buffering_end_time,,ott_video_streaming_buffering,DateTime,datetime,,,1,,,,,,,,,,,,,,,
4475,ott_video_streaming_buffering_duration,,ott_video_streaming_buffering,Integer,smallint,,,1,,,,,,,,,,,,,,,
4481,ott_video_streaming_quality_session_id,,ott_video_streaming_quality,String,text,,,1,,,,,,,,,,,,,,,
4482,ott_video_streaming_quality_video_position,,ott_video_streaming_quality,Double,double,,,1,,,,,,,,,,,,,,,
4483,ott_video_streaming_quality_start_time,,ott_video_streaming_quality,DateTime,datetime,,,1,,,,,,,,,,,,,,,
4484,ott_video_streaming_quality_level,,ott_video_streaming_quality,Integer,smallint,,,1,,,,,,,,,,,,,,,
4485,ott_video_streaming_quality_name,,ott_video_streaming_quality,String,text,,,1,,,,,,,,,,,,,,,
4486,ott_video_streaming_quality_width,,ott_video_streaming_quality,Integer,smallint,,,1,,,,,,,,,,,,,,,
4487,ott_video_streaming_quality_height,,ott_video_streaming_quality,Integer,smallint,,,1,,,,,,,,,,,,,,,
4488,ott_video_streaming_quality_bitrate,,ott_video_streaming_quality,Integer,smallint,,,1,,,,,,,,,,,,,,,
4489,ott_video_streaming_quality_is_generated,,ott_video_streaming_quality,Integer,smallint,,,,,,,,,,,,,,,,,,
4490,ott_video_streaming_mos_score,,pp_statement_sum_ott_video_streaming_mos,Double,double,,,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
4501,cc_mod_qpsk_percent_all,,cc_mod,Double,double,0,100,1,cc mod qpsk percent all,,,Other,,,,,,,,,,,
4502,cc_mod_16_qam_percent_all,,cc_mod,Double,double,0,100,1,cc mod 16 qam percent all,,,Other,,,,,,,,,,,
4503,cc_mod_64_qam_percent_all,,cc_mod,Double,double,0,100,1,cc mod 64 qam percent all,,,Other,,,,,,,,,,,
4504,pcc_mod_qpsk_percent,,cc_mod,Double,double,0,100,1,pcc mod qpsk percent,,,Other,,,,,,,,,,,
4505,pcc_mod_16_qam_percent,,cc_mod,Double,double,0,100,1,pcc mod 16 qam percent,,,Other,,,,,,,,,,,
4506,pcc_mod_64_qam_percent,,cc_mod,Double,double,0,100,1,pcc mod 64 qam percent,,,Other,,,,,,,,,,,
4507,scc0_mod_qpsk_percent,,cc_mod,Double,double,0,100,1,scc0 mod qpsk percent,,,Other,,,,,,,,,,,
4508,scc0_mod_16_qam_percent,,cc_mod,Double,double,0,100,1,scc0 mod 16 qam percent,,,Other,,,,,,,,,,,
4509,scc0_mod_64_qam_percent,,cc_mod,Double,double,0,100,1,scc0 mod 64 qam percent,,,Other,,,,,,,,,,,
4510,scc1_mod_qpsk_percent,,cc_mod,Double,double,0,100,1,scc1 mod qpsk percent,,,Other,,,,,,,,,,,
4511,scc1_mod_16_qam_percent,,cc_mod,Double,double,0,100,1,scc1 mod 16 qam percent,,,Other,,,,,,,,,,,
4512,scc1_mod_64_qam_percent,,cc_mod,Double,double,0,100,1,scc1 mod 64 qam percent,,,Other,,,,,,,,,,,
5001,mm_state_state,emm_state_state,mm_state,String,text,0,0,1,mm_state_state,,,MM State,,,,,,,,,,,
5002,mm_state_substate,emm_state_substate,mm_state,String,text,0,0,1,mm_state_substate,,,MM State,,,,,,,,,,,
